Suspicious RendezVous : { Vessel_1 : 228186700, Vessel_2 : 228762000 , Gap_End_1 : 1453413130 , Gap_End_2 : 1453413144, GeoHash : gbsg1m, Lon1 : 48.370834 , Lat1 : -4.512615, Lon2 : 48.369633 , Lat2 : -4.515003 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227574020 , Gap_End_1 : 1453922549 , Gap_End_2 : 1453922560, GeoHash : gbsg1x, Lon1 : 48.382385 , Lat1 : -4.4966435, Lon2 : 48.38364 , Lat2 : -4.49535 }
Suspicious RendezVous : { Vessel_1 : 227391000, Vessel_2 : 228037700 , Gap_End_1 : 1453897992 , Gap_End_2 : 1453922573, GeoHash : gbscte, Lon1 : 48.098133 , Lat1 : -4.325075, Lon2 : 48.09812 , Lat2 : -4.324343 }
Suspicious RendezVous : { Vessel_1 : 228186700, Vessel_2 : 228762000 , Gap_End_1 : 1453922538 , Gap_End_2 : 1453922597, GeoHash : gbsg1m, Lon1 : 48.37082 , Lat1 : -4.5125666, Lon2 : 48.369614 , Lat2 : -4.514963 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1453922560 , Gap_End_2 : 1453946179, GeoHash : gbsg1x, Lon1 : 48.38364 , Lat1 : -4.49535, Lon2 : 48.38245 , Lat2 : -4.496705 }
Suspicious RendezVous : { Vessel_1 : 228762000, Vessel_2 : 228186700 , Gap_End_1 : 1453922597 , Gap_End_2 : 1453946180, GeoHash : gbsg1m, Lon1 : 48.369614 , Lat1 : -4.514963, Lon2 : 48.370834 , Lat2 : -4.512665 }
Suspicious RendezVous : { Vessel_1 : 228037700, Vessel_2 : 228302900 , Gap_End_1 : 1453922573 , Gap_End_2 : 1453946181, GeoHash : gbscte, Lon1 : 48.09812 , Lat1 : -4.324343, Lon2 : 48.098072 , Lat2 : -4.324495 }
Suspicious RendezVous : { Vessel_1 : 226179000, Vessel_2 : 228037700 , Gap_End_1 : 1453819944 , Gap_End_2 : 1453946183, GeoHash : gbscts, Lon1 : 48.09815 , Lat1 : -4.3252535, Lon2 : 48.09815 , Lat2 : -4.3251166 }
Suspicious RendezVous : { Vessel_1 : 226179000, Vessel_2 : 228037700 , Gap_End_1 : 1453846675 , Gap_End_2 : 1453946183, GeoHash : gbscts, Lon1 : 48.09821 , Lat1 : -4.325725, Lon2 : 48.09815 , Lat2 : -4.3251166 }
Suspicious RendezVous : { Vessel_1 : 226179000, Vessel_2 : 228037700 , Gap_End_1 : 1453874245 , Gap_End_2 : 1453946183, GeoHash : gbscts, Lon1 : 48.0982 , Lat1 : -4.32571, Lon2 : 48.09815 , Lat2 : -4.3251166 }
Suspicious RendezVous : { Vessel_1 : 226179000, Vessel_2 : 228037700 , Gap_End_1 : 1453897696 , Gap_End_2 : 1453946183, GeoHash : gbscts, Lon1 : 48.09818 , Lat1 : -4.325675, Lon2 : 48.09815 , Lat2 : -4.3251166 }
Suspicious RendezVous : { Vessel_1 : 228186700, Vessel_2 : 228762000 , Gap_End_1 : 1453946180 , Gap_End_2 : 1453946185, GeoHash : gbsg1m, Lon1 : 48.370834 , Lat1 : -4.512665, Lon2 : 48.36957 , Lat2 : -4.514973 }
Suspicious RendezVous : { Vessel_1 : 228037700, Vessel_2 : 227318020 , Gap_End_1 : 1453946183 , Gap_End_2 : 1453946202, GeoHash : gbscts, Lon1 : 48.09815 , Lat1 : -4.3251166, Lon2 : 48.09824 , Lat2 : -4.325917 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227580520 , Gap_End_1 : 1453946179 , Gap_End_2 : 1453946213, GeoHash : gbsg1x, Lon1 : 48.38245 , Lat1 : -4.496705, Lon2 : 48.379593 , Lat2 : -4.497083 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1453946213 , Gap_End_2 : 1453946221, GeoHash : gbsg1x, Lon1 : 48.379593 , Lat1 : -4.497083, Lon2 : 48.383648 , Lat2 : -4.49536 }
Suspicious RendezVous : { Vessel_1 : 227590980, Vessel_2 : 228293000 , Gap_End_1 : 1453946313 , Gap_End_2 : 1453946551, GeoHash : gbscy1, Lon1 : 48.126812 , Lat1 : -4.29679, Lon2 : 48.12747 , Lat2 : -4.3004484 }
Suspicious RendezVous : { Vessel_1 : 228762000, Vessel_2 : 228186700 , Gap_End_1 : 1453946185 , Gap_End_2 : 1453974341, GeoHash : gbsg1m, Lon1 : 48.36957 , Lat1 : -4.514973, Lon2 : 48.37083 , Lat2 : -4.512565 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227635210 , Gap_End_1 : 1453946221 , Gap_End_2 : 1453974345, GeoHash : gbsg1x, Lon1 : 48.383648 , Lat1 : -4.49536, Lon2 : 48.38366 , Lat2 : -4.495458 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227635210 , Gap_End_1 : 1453974344 , Gap_End_2 : 1453974345, GeoHash : gbsg1x, Lon1 : 48.383663 , Lat1 : -4.495402, Lon2 : 48.38366 , Lat2 : -4.495458 }
Suspicious RendezVous : { Vessel_1 : 228186700, Vessel_2 : 228762000 , Gap_End_1 : 1453974341 , Gap_End_2 : 1453974346, GeoHash : gbsg1m, Lon1 : 48.37083 , Lat1 : -4.512565, Lon2 : 48.36962 , Lat2 : -4.51502 }
Suspicious RendezVous : { Vessel_1 : 227635210, Vessel_2 : 227580520 , Gap_End_1 : 1453974345 , Gap_End_2 : 1453974347, GeoHash : gbsg1x, Lon1 : 48.38366 , Lat1 : -4.495458, Lon2 : 48.379517 , Lat2 : -4.497023 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1453743552 , Gap_End_2 : 1453974394, GeoHash : gbsg1z, Lon1 : 48.38077 , Lat1 : -4.4859233, Lon2 : 48.3813 , Lat2 : -4.4850736 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1453762582 , Gap_End_2 : 1453974394, GeoHash : gbsg1z, Lon1 : 48.380775 , Lat1 : -4.485978, Lon2 : 48.3813 , Lat2 : -4.4850736 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1453793702 , Gap_End_2 : 1453974394, GeoHash : gbsg1z, Lon1 : 48.38074 , Lat1 : -4.4859433, Lon2 : 48.3813 , Lat2 : -4.4850736 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1453819951 , Gap_End_2 : 1453974394, GeoHash : gbsg1z, Lon1 : 48.38078 , Lat1 : -4.4858885, Lon2 : 48.3813 , Lat2 : -4.4850736 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1453846641 , Gap_End_2 : 1453974394, GeoHash : gbsg1z, Lon1 : 48.3808 , Lat1 : -4.485892, Lon2 : 48.3813 , Lat2 : -4.4850736 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1453874202 , Gap_End_2 : 1453974394, GeoHash : gbsg1z, Lon1 : 48.380768 , Lat1 : -4.4859233, Lon2 : 48.3813 , Lat2 : -4.4850736 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1453897621 , Gap_End_2 : 1453974394, GeoHash : gbsg1z, Lon1 : 48.38074 , Lat1 : -4.4858885, Lon2 : 48.3813 , Lat2 : -4.4850736 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1453922602 , Gap_End_2 : 1453974394, GeoHash : gbsg1z, Lon1 : 48.380745 , Lat1 : -4.4859333, Lon2 : 48.3813 , Lat2 : -4.4850736 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1453946211 , Gap_End_2 : 1453974394, GeoHash : gbsg1z, Lon1 : 48.38074 , Lat1 : -4.485885, Lon2 : 48.3813 , Lat2 : -4.4850736 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1453974342 , Gap_End_2 : 1453974394, GeoHash : gbsg1z, Lon1 : 48.380825 , Lat1 : -4.4858966, Lon2 : 48.3813 , Lat2 : -4.4850736 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227705102 , Gap_End_1 : 1453974347 , Gap_End_2 : 1453974838, GeoHash : gbsg1x, Lon1 : 48.379517 , Lat1 : -4.497023, Lon2 : 48.3825 , Lat2 : -4.4967265 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227574020 , Gap_End_1 : 1453974838 , Gap_End_2 : 1453999113, GeoHash : gbsg1x, Lon1 : 48.3825 , Lat1 : -4.4967265, Lon2 : 48.3836 , Lat2 : -4.495335 }
Suspicious RendezVous : { Vessel_1 : 228762000, Vessel_2 : 228186700 , Gap_End_1 : 1453974346 , Gap_End_2 : 1453999115, GeoHash : gbsg1m, Lon1 : 48.36962 , Lat1 : -4.51502, Lon2 : 48.370827 , Lat2 : -4.51256 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227635210 , Gap_End_1 : 1453999113 , Gap_End_2 : 1453999118, GeoHash : gbsg1x, Lon1 : 48.3836 , Lat1 : -4.495335, Lon2 : 48.383648 , Lat2 : -4.4954634 }
Suspicious RendezVous : { Vessel_1 : 227635210, Vessel_2 : 227580520 , Gap_End_1 : 1453999118 , Gap_End_2 : 1453999120, GeoHash : gbsg1x, Lon1 : 48.383648 , Lat1 : -4.4954634, Lon2 : 48.37956 , Lat2 : -4.4970865 }
Suspicious RendezVous : { Vessel_1 : 228186700, Vessel_2 : 228762000 , Gap_End_1 : 1453999115 , Gap_End_2 : 1453999136, GeoHash : gbsg1m, Lon1 : 48.370827 , Lat1 : -4.51256, Lon2 : 48.3696 , Lat2 : -4.515003 }
Suspicious RendezVous : { Vessel_1 : 228051000, Vessel_2 : 227003050 , Gap_End_1 : 1453974394 , Gap_End_2 : 1453999142, GeoHash : gbsg1z, Lon1 : 48.3813 , Lat1 : -4.4850736, Lon2 : 48.38077 , Lat2 : -4.48593 }
Suspicious RendezVous : { Vessel_1 : 228051000, Vessel_2 : 227003050 , Gap_End_1 : 1453999114 , Gap_End_2 : 1453999142, GeoHash : gbsg1z, Lon1 : 48.381367 , Lat1 : -4.48508, Lon2 : 48.38077 , Lat2 : -4.48593 }
Suspicious RendezVous : { Vessel_1 : 228762000, Vessel_2 : 999999999 , Gap_End_1 : 1453999136 , Gap_End_2 : 1453999150, GeoHash : gbsg1m, Lon1 : 48.3696 , Lat1 : -4.515003, Lon2 : 48.369926 , Lat2 : -4.5133514 }
Suspicious RendezVous : { Vessel_1 : 227635680, Vessel_2 : 228208800 , Gap_End_1 : 1453999130 , Gap_End_2 : 1453999168, GeoHash : gbsdn9, Lon1 : 48.173706 , Lat1 : -4.635277, Lon2 : 48.170277 , Lat2 : -4.63193 }
Suspicious RendezVous : { Vessel_1 : 227318020, Vessel_2 : 228037700 , Gap_End_1 : 1453946202 , Gap_End_2 : 1453999195, GeoHash : gbscts, Lon1 : 48.09824 , Lat1 : -4.325917, Lon2 : 48.09868 , Lat2 : -4.3268585 }
Suspicious RendezVous : { Vessel_1 : 228302900, Vessel_2 : 228160000 , Gap_End_1 : 1453946181 , Gap_End_2 : 1454031152, GeoHash : gbscte, Lon1 : 48.098072 , Lat1 : -4.324495, Lon2 : 48.098007 , Lat2 : -4.323907 }
Suspicious RendezVous : { Vessel_1 : 999999999, Vessel_2 : 228762000 , Gap_End_1 : 1453999150 , Gap_End_2 : 1454031157, GeoHash : gbsg1m, Lon1 : 48.369926 , Lat1 : -4.5133514, Lon2 : 48.36962 , Lat2 : -4.514975 }
Suspicious RendezVous : { Vessel_1 : 228762000, Vessel_2 : 999999999 , Gap_End_1 : 1454031157 , Gap_End_2 : 1454031159, GeoHash : gbsg1m, Lon1 : 48.36962 , Lat1 : -4.514975, Lon2 : 48.369953 , Lat2 : -4.51336 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1453999120 , Gap_End_2 : 1454031163, GeoHash : gbsg1x, Lon1 : 48.37956 , Lat1 : -4.4970865, Lon2 : 48.383694 , Lat2 : -4.4953084 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1454031163 , Gap_End_2 : 1454031169, GeoHash : gbsg1x, Lon1 : 48.383694 , Lat1 : -4.4953084, Lon2 : 48.382454 , Lat2 : -4.496703 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227580520 , Gap_End_1 : 1454031169 , Gap_End_2 : 1454031491, GeoHash : gbsg1x, Lon1 : 48.382454 , Lat1 : -4.496703, Lon2 : 48.3796 , Lat2 : -4.497095 }
Suspicious RendezVous : { Vessel_1 : 228017700, Vessel_2 : 227114300 , Gap_End_1 : 1453897649 , Gap_End_2 : 1454032532, GeoHash : gbse54, Lon1 : 48.35251 , Lat1 : -4.7878084, Lon2 : 48.353294 , Lat2 : -4.788695 }
Suspicious RendezVous : { Vessel_1 : 228051000, Vessel_2 : 356101000 , Gap_End_1 : 1453793693 , Gap_End_2 : 1454089120, GeoHash : gbsg4r, Lon1 : 48.37971 , Lat1 : -4.468468, Lon2 : 48.383064 , Lat2 : -4.4647465 }
Suspicious RendezVous : { Vessel_1 : 227635210, Vessel_2 : 227705102 , Gap_End_1 : 1453743573 , Gap_End_2 : 1454089124, GeoHash : gbsfc2, Lon1 : 48.296413 , Lat1 : -4.51257, Lon2 : 48.296413 , Lat2 : -4.5125318 }
Suspicious RendezVous : { Vessel_1 : 999999999, Vessel_2 : 228762000 , Gap_End_1 : 1454031159 , Gap_End_2 : 1454089125, GeoHash : gbsg1m, Lon1 : 48.369953 , Lat1 : -4.51336, Lon2 : 48.369633 , Lat2 : -4.5150065 }
Suspicious RendezVous : { Vessel_1 : 999999999, Vessel_2 : 228762000 , Gap_End_1 : 1454089118 , Gap_End_2 : 1454089125, GeoHash : gbsg1m, Lon1 : 48.369953 , Lat1 : -4.5133834, Lon2 : 48.369633 , Lat2 : -4.5150065 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1454031491 , Gap_End_2 : 1454089136, GeoHash : gbsg1x, Lon1 : 48.3796 , Lat1 : -4.497095, Lon2 : 48.38246 , Lat2 : -4.496665 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1454089134 , Gap_End_2 : 1454089136, GeoHash : gbsg1x, Lon1 : 48.37956 , Lat1 : -4.497045, Lon2 : 48.38246 , Lat2 : -4.496665 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1454089136 , Gap_End_2 : 1454151015, GeoHash : gbsg1x, Lon1 : 48.38246 , Lat1 : -4.496665, Lon2 : 48.383587 , Lat2 : -4.495363 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1454151007 , Gap_End_2 : 1454151015, GeoHash : gbsg1x, Lon1 : 48.382347 , Lat1 : -4.496575, Lon2 : 48.383587 , Lat2 : -4.495363 }
Suspicious RendezVous : { Vessel_1 : 228762000, Vessel_2 : 999999999 , Gap_End_1 : 1454089125 , Gap_End_2 : 1454151019, GeoHash : gbsg1m, Lon1 : 48.369633 , Lat1 : -4.5150065, Lon2 : 48.369995 , Lat2 : -4.5133734 }
Suspicious RendezVous : { Vessel_1 : 228762000, Vessel_2 : 999999999 , Gap_End_1 : 1454151005 , Gap_End_2 : 1454151019, GeoHash : gbsg1m, Lon1 : 48.36961 , Lat1 : -4.51499, Lon2 : 48.369995 , Lat2 : -4.5133734 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227580520 , Gap_End_1 : 1454151015 , Gap_End_2 : 1454151035, GeoHash : gbsg1x, Lon1 : 48.383587 , Lat1 : -4.495363, Lon2 : 48.37945 , Lat2 : -4.49712 }
Suspicious RendezVous : { Vessel_1 : 999999999, Vessel_2 : 228762000 , Gap_End_1 : 1454151019 , Gap_End_2 : 1454206236, GeoHash : gbsg1m, Lon1 : 48.369995 , Lat1 : -4.5133734, Lon2 : 48.369637 , Lat2 : -4.51501 }
Suspicious RendezVous : { Vessel_1 : 999999999, Vessel_2 : 228762000 , Gap_End_1 : 1454206229 , Gap_End_2 : 1454206236, GeoHash : gbsg1m, Lon1 : 48.369987 , Lat1 : -4.5133634, Lon2 : 48.369637 , Lat2 : -4.51501 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1454151035 , Gap_End_2 : 1454206246, GeoHash : gbsg1x, Lon1 : 48.37945 , Lat1 : -4.49712, Lon2 : 48.382484 , Lat2 : -4.496703 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1454206246 , Gap_End_2 : 1454206255, GeoHash : gbsg1x, Lon1 : 48.382484 , Lat1 : -4.496703, Lon2 : 48.383648 , Lat2 : -4.4954915 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227580520 , Gap_End_1 : 1454206255 , Gap_End_2 : 1454206265, GeoHash : gbsg1x, Lon1 : 48.383648 , Lat1 : -4.4954915, Lon2 : 48.379566 , Lat2 : -4.49707 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227705102 , Gap_End_1 : 1454206265 , Gap_End_2 : 1454270619, GeoHash : gbsg1x, Lon1 : 48.379566 , Lat1 : -4.49707, Lon2 : 48.383663 , Lat2 : -4.495495 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227705102 , Gap_End_1 : 1454270616 , Gap_End_2 : 1454270619, GeoHash : gbsg1x, Lon1 : 48.37954 , Lat1 : -4.4970365, Lon2 : 48.383663 , Lat2 : -4.495495 }
Suspicious RendezVous : { Vessel_1 : 228762000, Vessel_2 : 999999999 , Gap_End_1 : 1454206236 , Gap_End_2 : 1454270620, GeoHash : gbsg1m, Lon1 : 48.369637 , Lat1 : -4.51501, Lon2 : 48.36989 , Lat2 : -4.513395 }
Suspicious RendezVous : { Vessel_1 : 999999999, Vessel_2 : 228762000 , Gap_End_1 : 1454270620 , Gap_End_2 : 1454270626, GeoHash : gbsg1m, Lon1 : 48.36989 , Lat1 : -4.513395, Lon2 : 48.36964 , Lat2 : -4.51499 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227580520 , Gap_End_1 : 1454270619 , Gap_End_2 : 1454322880, GeoHash : gbsg1x, Lon1 : 48.383663 , Lat1 : -4.495495, Lon2 : 48.379528 , Lat2 : -4.4970565 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227580520 , Gap_End_1 : 1454322879 , Gap_End_2 : 1454322880, GeoHash : gbsg1x, Lon1 : 48.383667 , Lat1 : -4.495485, Lon2 : 48.379528 , Lat2 : -4.4970565 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1454322880 , Gap_End_2 : 1454322886, GeoHash : gbsg1x, Lon1 : 48.379528 , Lat1 : -4.4970565, Lon2 : 48.382465 , Lat2 : -4.4966383 }
Suspicious RendezVous : { Vessel_1 : 228762000, Vessel_2 : 999999999 , Gap_End_1 : 1454270626 , Gap_End_2 : 1454322894, GeoHash : gbsg1m, Lon1 : 48.36964 , Lat1 : -4.51499, Lon2 : 48.369995 , Lat2 : -4.513388 }
Suspicious RendezVous : { Vessel_1 : 999999999, Vessel_2 : 228762000 , Gap_End_1 : 1454322894 , Gap_End_2 : 1454322897, GeoHash : gbsg1m, Lon1 : 48.369995 , Lat1 : -4.513388, Lon2 : 48.3696 , Lat2 : -4.515002 }
Suspicious RendezVous : { Vessel_1 : 227142200, Vessel_2 : 228037700 , Gap_End_1 : 1453660959 , Gap_End_2 : 1454363073, GeoHash : gbscvc, Lon1 : 48.127426 , Lat1 : -4.317518, Lon2 : 48.127205 , Lat2 : -4.31489 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1453999142 , Gap_End_2 : 1454363076, GeoHash : gbsg1z, Lon1 : 48.38077 , Lat1 : -4.48593, Lon2 : 48.381325 , Lat2 : -4.485075 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1454031151 , Gap_End_2 : 1454363076, GeoHash : gbsg1z, Lon1 : 48.38076 , Lat1 : -4.48592, Lon2 : 48.381325 , Lat2 : -4.485075 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1454089122 , Gap_End_2 : 1454363076, GeoHash : gbsg1z, Lon1 : 48.380768 , Lat1 : -4.4858785, Lon2 : 48.381325 , Lat2 : -4.485075 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1454151000 , Gap_End_2 : 1454363076, GeoHash : gbsg1z, Lon1 : 48.380714 , Lat1 : -4.4858785, Lon2 : 48.381325 , Lat2 : -4.485075 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1454206231 , Gap_End_2 : 1454363076, GeoHash : gbsg1z, Lon1 : 48.380733 , Lat1 : -4.485915, Lon2 : 48.381325 , Lat2 : -4.485075 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1454270610 , Gap_End_2 : 1454363076, GeoHash : gbsg1z, Lon1 : 48.380745 , Lat1 : -4.485902, Lon2 : 48.381325 , Lat2 : -4.485075 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1454322882 , Gap_End_2 : 1454363076, GeoHash : gbsg1z, Lon1 : 48.38077 , Lat1 : -4.4858685, Lon2 : 48.381325 , Lat2 : -4.485075 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1454363072 , Gap_End_2 : 1454363076, GeoHash : gbsg1z, Lon1 : 48.380848 , Lat1 : -4.4859033, Lon2 : 48.381325 , Lat2 : -4.485075 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1454322886 , Gap_End_2 : 1454363080, GeoHash : gbsg1x, Lon1 : 48.382465 , Lat1 : -4.4966383, Lon2 : 48.38366 , Lat2 : -4.495468 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227574020 , Gap_End_1 : 1454363080 , Gap_End_2 : 1454363091, GeoHash : gbsg1x, Lon1 : 48.38366 , Lat1 : -4.495468, Lon2 : 48.382515 , Lat2 : -4.496675 }
Suspicious RendezVous : { Vessel_1 : 228051000, Vessel_2 : 227003050 , Gap_End_1 : 1454363076 , Gap_End_2 : 1454422050, GeoHash : gbsg1z, Lon1 : 48.381325 , Lat1 : -4.485075, Lon2 : 48.380753 , Lat2 : -4.4858966 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227580520 , Gap_End_1 : 1454363091 , Gap_End_2 : 1454422051, GeoHash : gbsg1x, Lon1 : 48.382515 , Lat1 : -4.496675, Lon2 : 48.379547 , Lat2 : -4.4970617 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1454422051 , Gap_End_2 : 1454422053, GeoHash : gbsg1x, Lon1 : 48.379547 , Lat1 : -4.4970617, Lon2 : 48.382393 , Lat2 : -4.4965167 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1454422050 , Gap_End_2 : 1454422056, GeoHash : gbsg1z, Lon1 : 48.380753 , Lat1 : -4.4858966, Lon2 : 48.381306 , Lat2 : -4.485105 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1454422053 , Gap_End_2 : 1454422066, GeoHash : gbsg1x, Lon1 : 48.382393 , Lat1 : -4.4965167, Lon2 : 48.383644 , Lat2 : -4.4954734 }
Suspicious RendezVous : { Vessel_1 : 228051000, Vessel_2 : 227003050 , Gap_End_1 : 1454422056 , Gap_End_2 : 1454463782, GeoHash : gbsg1z, Lon1 : 48.381306 , Lat1 : -4.485105, Lon2 : 48.38071 , Lat2 : -4.4859333 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1454463782 , Gap_End_2 : 1454463786, GeoHash : gbsg1z, Lon1 : 48.38071 , Lat1 : -4.4859333, Lon2 : 48.381294 , Lat2 : -4.485113 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227574020 , Gap_End_1 : 1454422066 , Gap_End_2 : 1454463789, GeoHash : gbsg1x, Lon1 : 48.383644 , Lat1 : -4.4954734, Lon2 : 48.38248 , Lat2 : -4.4966784 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227574020 , Gap_End_1 : 1454463781 , Gap_End_2 : 1454463789, GeoHash : gbsg1x, Lon1 : 48.383625 , Lat1 : -4.4955, Lon2 : 48.38248 , Lat2 : -4.4966784 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227580520 , Gap_End_1 : 1454463789 , Gap_End_2 : 1454463797, GeoHash : gbsg1x, Lon1 : 48.38248 , Lat1 : -4.4966784, Lon2 : 48.379505 , Lat2 : -4.4970684 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227635210 , Gap_End_1 : 1454463797 , Gap_End_2 : 1454512372, GeoHash : gbsg1x, Lon1 : 48.379505 , Lat1 : -4.4970684, Lon2 : 48.38365 , Lat2 : -4.495332 }
Suspicious RendezVous : { Vessel_1 : 228160000, Vessel_2 : 227391000 , Gap_End_1 : 1453999408 , Gap_End_2 : 1454512373, GeoHash : gbscbh, Lon1 : 48.146027 , Lat1 : -4.5622115, Lon2 : 48.14271 , Lat2 : -4.564145 }
Suspicious RendezVous : { Vessel_1 : 228051000, Vessel_2 : 228017700 , Gap_End_1 : 1454463786 , Gap_End_2 : 1454512402, GeoHash : gbsg1z, Lon1 : 48.381294 , Lat1 : -4.485113, Lon2 : 48.381077 , Lat2 : -4.485727 }
Suspicious RendezVous : { Vessel_1 : 228051000, Vessel_2 : 228017700 , Gap_End_1 : 1454512375 , Gap_End_2 : 1454512402, GeoHash : gbsg1z, Lon1 : 48.381313 , Lat1 : -4.4851117, Lon2 : 48.381077 , Lat2 : -4.485727 }
Suspicious RendezVous : { Vessel_1 : 228017700, Vessel_2 : 227003050 , Gap_End_1 : 1454512402 , Gap_End_2 : 1454512411, GeoHash : gbsg1z, Lon1 : 48.381077 , Lat1 : -4.485727, Lon2 : 48.380688 , Lat2 : -4.485968 }
Suspicious RendezVous : { Vessel_1 : 227635210, Vessel_2 : 227580520 , Gap_End_1 : 1454512372 , Gap_End_2 : 1454540172, GeoHash : gbsg1x, Lon1 : 48.38365 , Lat1 : -4.495332, Lon2 : 48.379528 , Lat2 : -4.49704 }
Suspicious RendezVous : { Vessel_1 : 228037700, Vessel_2 : 227590980 , Gap_End_1 : 1453999195 , Gap_End_2 : 1454540174, GeoHash : gbscts, Lon1 : 48.09868 , Lat1 : -4.3268585, Lon2 : 48.098675 , Lat2 : -4.323145 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1454512411 , Gap_End_2 : 1454540176, GeoHash : gbsg1z, Lon1 : 48.380688 , Lat1 : -4.485968, Lon2 : 48.381325 , Lat2 : -4.48506 }
