Suspicious RendezVous : { Vessel_1 : 228762000, Vessel_2 : 228186700 , Gap_End_1 : 1456187628 , Gap_End_2 : 1456187629, GeoHash : gbsg1m, Lon1 : 48.36989 , Lat1 : -4.5147233, Lon2 : 48.37084 , Lat2 : -4.5125885 }
Suspicious RendezVous : { Vessel_1 : 228762000, Vessel_2 : 235101211 , Gap_End_1 : 1457171279 , Gap_End_2 : 1457171300, GeoHash : gbsg1q, Lon1 : 48.37462 , Lat1 : -4.5067816, Lon2 : 48.374775 , Lat2 : -4.5065084 }
Suspicious RendezVous : { Vessel_1 : 227006750, Vessel_2 : 227730220 , Gap_End_1 : 1457171282 , Gap_End_2 : 1457171873, GeoHash : gbsg1z, Lon1 : 48.381187 , Lat1 : -4.4844766, Lon2 : 48.38069 , Lat2 : -4.487263 }
Suspicious RendezVous : { Vessel_1 : 227730220, Vessel_2 : 227003050 , Gap_End_1 : 1457171873 , Gap_End_2 : 1457239055, GeoHash : gbsg1z, Lon1 : 48.38069 , Lat1 : -4.487263, Lon2 : 48.381107 , Lat2 : -4.485745 }
Suspicious RendezVous : { Vessel_1 : 235101211, Vessel_2 : 228762000 , Gap_End_1 : 1457171300 , Gap_End_2 : 1457239059, GeoHash : gbsg1q, Lon1 : 48.374775 , Lat1 : -4.5065084, Lon2 : 48.374607 , Lat2 : -4.506775 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1457112580 , Gap_End_2 : 1457239128, GeoHash : gbsg1x, Lon1 : 48.379784 , Lat1 : -4.4974666, Lon2 : 48.38246 , Lat2 : -4.4966784 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1457171291 , Gap_End_2 : 1457239128, GeoHash : gbsg1x, Lon1 : 48.379753 , Lat1 : -4.497463, Lon2 : 48.38246 , Lat2 : -4.4966784 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1457239060 , Gap_End_2 : 1457239128, GeoHash : gbsg1x, Lon1 : 48.37982 , Lat1 : -4.4974933, Lon2 : 48.38246 , Lat2 : -4.4966784 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227574020 , Gap_End_1 : 1457239128 , Gap_End_2 : 1457305830, GeoHash : gbsg1x, Lon1 : 48.38246 , Lat1 : -4.4966784, Lon2 : 48.37982 , Lat2 : -4.4974985 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1457305830 , Gap_End_2 : 1457361963, GeoHash : gbsg1x, Lon1 : 48.37982 , Lat1 : -4.4974985, Lon2 : 48.382175 , Lat2 : -4.4970417 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227574020 , Gap_End_1 : 1457361963 , Gap_End_2 : 1457361964, GeoHash : gbsg1x, Lon1 : 48.382175 , Lat1 : -4.4970417, Lon2 : 48.379814 , Lat2 : -4.4975033 }
Suspicious RendezVous : { Vessel_1 : 228293000, Vessel_2 : 227319570 , Gap_End_1 : 1457305822 , Gap_End_2 : 1457361982, GeoHash : gbscte, Lon1 : 48.0981 , Lat1 : -4.324865, Lon2 : 48.097485 , Lat2 : -4.323078 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227635210 , Gap_End_1 : 1457361964 , Gap_End_2 : 1457361993, GeoHash : gbsg1x, Lon1 : 48.379814 , Lat1 : -4.4975033, Lon2 : 48.383663 , Lat2 : -4.49547 }
Suspicious RendezVous : { Vessel_1 : 227270000, Vessel_2 : 227574020 , Gap_End_1 : 1457361971 , Gap_End_2 : 1457419102, GeoHash : gbsffn, Lon1 : 48.329365 , Lat1 : -4.4809566, Lon2 : 48.33352 , Lat2 : -4.4725366 }
Suspicious RendezVous : { Vessel_1 : 227635210, Vessel_2 : 227580520 , Gap_End_1 : 1457361993 , Gap_End_2 : 1457469922, GeoHash : gbsg1x, Lon1 : 48.383663 , Lat1 : -4.49547, Lon2 : 48.379547 , Lat2 : -4.4970183 }
Suspicious RendezVous : { Vessel_1 : 227319570, Vessel_2 : 228218700 , Gap_End_1 : 1457361982 , Gap_End_2 : 1457469931, GeoHash : gbscte, Lon1 : 48.097485 , Lat1 : -4.323078, Lon2 : 48.098106 , Lat2 : -4.3248115 }
Suspicious RendezVous : { Vessel_1 : 228167900, Vessel_2 : 227590980 , Gap_End_1 : 1457469932 , Gap_End_2 : 1457469937, GeoHash : gbscvd, Lon1 : 48.134613 , Lat1 : -4.3246865, Lon2 : 48.13452 , Lat2 : -4.3188367 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 227006750 , Gap_End_1 : 1457239055 , Gap_End_2 : 1457469945, GeoHash : gbsg1z, Lon1 : 48.381107 , Lat1 : -4.485745, Lon2 : 48.381237 , Lat2 : -4.48441 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 227006750 , Gap_End_1 : 1457305824 , Gap_End_2 : 1457469945, GeoHash : gbsg1z, Lon1 : 48.381115 , Lat1 : -4.48573, Lon2 : 48.381237 , Lat2 : -4.48441 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 227006750 , Gap_End_1 : 1457419103 , Gap_End_2 : 1457469945, GeoHash : gbsg1z, Lon1 : 48.381145 , Lat1 : -4.4857316, Lon2 : 48.381237 , Lat2 : -4.48441 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 227006750 , Gap_End_1 : 1457469918 , Gap_End_2 : 1457469945, GeoHash : gbsg1z, Lon1 : 48.38112 , Lat1 : -4.4857116, Lon2 : 48.381237 , Lat2 : -4.48441 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227705102 , Gap_End_1 : 1457469922 , Gap_End_2 : 1457469969, GeoHash : gbsg1x, Lon1 : 48.379547 , Lat1 : -4.4970183, Lon2 : 48.382187 , Lat2 : -4.4970417 }
Suspicious RendezVous : { Vessel_1 : 227142200, Vessel_2 : 228228800 , Gap_End_1 : 1457361978 , Gap_End_2 : 1457470027, GeoHash : gbscts, Lon1 : 48.099407 , Lat1 : -4.3272066, Lon2 : 48.09826 , Lat2 : -4.32602 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227574020 , Gap_End_1 : 1457469969 , Gap_End_2 : 1457470441, GeoHash : gbsg1x, Lon1 : 48.382187 , Lat1 : -4.4970417, Lon2 : 48.379795 , Lat2 : -4.49749 }
Suspicious RendezVous : { Vessel_1 : 228218700, Vessel_2 : 228213700 , Gap_End_1 : 1457469931 , Gap_End_2 : 1457470499, GeoHash : gbscte, Lon1 : 48.098106 , Lat1 : -4.3248115, Lon2 : 48.098103 , Lat2 : -4.3245234 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227635210 , Gap_End_1 : 1457470441 , Gap_End_2 : 1457520819, GeoHash : gbsg1x, Lon1 : 48.379795 , Lat1 : -4.49749, Lon2 : 48.383656 , Lat2 : -4.4954233 }
Suspicious RendezVous : { Vessel_1 : 227635210, Vessel_2 : 227574020 , Gap_End_1 : 1457520819 , Gap_End_2 : 1457520839, GeoHash : gbsg1x, Lon1 : 48.383656 , Lat1 : -4.4954233, Lon2 : 48.37978 , Lat2 : -4.497495 }
Suspicious RendezVous : { Vessel_1 : 228228800, Vessel_2 : 226177000 , Gap_End_1 : 1457470027 , Gap_End_2 : 1457520843, GeoHash : gbscts, Lon1 : 48.09826 , Lat1 : -4.32602, Lon2 : 48.09818 , Lat2 : -4.32524 }
Suspicious RendezVous : { Vessel_1 : 228228800, Vessel_2 : 226177000 , Gap_End_1 : 1457520828 , Gap_End_2 : 1457520843, GeoHash : gbscts, Lon1 : 48.09832 , Lat1 : -4.326025, Lon2 : 48.09818 , Lat2 : -4.32524 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227580520 , Gap_End_1 : 1457520839 , Gap_End_2 : 1457520849, GeoHash : gbsg1x, Lon1 : 48.37978 , Lat1 : -4.497495, Lon2 : 48.379528 , Lat2 : -4.4970765 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227705102 , Gap_End_1 : 1457520849 , Gap_End_2 : 1457520850, GeoHash : gbsg1x, Lon1 : 48.379528 , Lat1 : -4.4970765, Lon2 : 48.38218 , Lat2 : -4.49706 }
Suspicious RendezVous : { Vessel_1 : 227006750, Vessel_2 : 227003050 , Gap_End_1 : 1457469945 , Gap_End_2 : 1457520878, GeoHash : gbsg1z, Lon1 : 48.381237 , Lat1 : -4.48441, Lon2 : 48.381134 , Lat2 : -4.485668 }
Suspicious RendezVous : { Vessel_1 : 227006750, Vessel_2 : 227003050 , Gap_End_1 : 1457520834 , Gap_End_2 : 1457520878, GeoHash : gbsg1z, Lon1 : 48.381096 , Lat1 : -4.4845066, Lon2 : 48.381134 , Lat2 : -4.485668 }
Suspicious RendezVous : { Vessel_1 : 226177000, Vessel_2 : 226179000 , Gap_End_1 : 1457520843 , Gap_End_2 : 1457520892, GeoHash : gbscts, Lon1 : 48.09818 , Lat1 : -4.32524, Lon2 : 48.0982 , Lat2 : -4.3257465 }
Suspicious RendezVous : { Vessel_1 : 226179000, Vessel_2 : 226177000 , Gap_End_1 : 1457520892 , Gap_End_2 : 1457585763, GeoHash : gbscts, Lon1 : 48.0982 , Lat1 : -4.3257465, Lon2 : 48.098145 , Lat2 : -4.3251 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227580520 , Gap_End_1 : 1457520850 , Gap_End_2 : 1457585765, GeoHash : gbsg1x, Lon1 : 48.38218 , Lat1 : -4.49706, Lon2 : 48.37953 , Lat2 : -4.497092 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227705102 , Gap_End_1 : 1457585765 , Gap_End_2 : 1457585767, GeoHash : gbsg1x, Lon1 : 48.37953 , Lat1 : -4.497092, Lon2 : 48.382145 , Lat2 : -4.4970365 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227574020 , Gap_End_1 : 1457585767 , Gap_End_2 : 1457585768, GeoHash : gbsg1x, Lon1 : 48.382145 , Lat1 : -4.4970365, Lon2 : 48.37976 , Lat2 : -4.4975 }
Suspicious RendezVous : { Vessel_1 : 226177000, Vessel_2 : 226179000 , Gap_End_1 : 1457585763 , Gap_End_2 : 1457585793, GeoHash : gbscts, Lon1 : 48.098145 , Lat1 : -4.3251, Lon2 : 48.098255 , Lat2 : -4.3261285 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227580520 , Gap_End_1 : 1457585768 , Gap_End_2 : 1457637585, GeoHash : gbsg1x, Lon1 : 48.37976 , Lat1 : -4.4975, Lon2 : 48.37954 , Lat2 : -4.49704 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 227008170 , Gap_End_1 : 1457520878 , Gap_End_2 : 1457637599, GeoHash : gbsg1z, Lon1 : 48.381134 , Lat1 : -4.485668, Lon2 : 48.3816 , Lat2 : -4.486115 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 227008170 , Gap_End_1 : 1457585758 , Gap_End_2 : 1457637599, GeoHash : gbsg1z, Lon1 : 48.381092 , Lat1 : -4.485708, Lon2 : 48.3816 , Lat2 : -4.486115 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 227008170 , Gap_End_1 : 1457637591 , Gap_End_2 : 1457637599, GeoHash : gbsg1z, Lon1 : 48.381134 , Lat1 : -4.485757, Lon2 : 48.3816 , Lat2 : -4.486115 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1457637585 , Gap_End_2 : 1457637604, GeoHash : gbsg1x, Lon1 : 48.37954 , Lat1 : -4.49704, Lon2 : 48.379803 , Lat2 : -4.497492 }
Suspicious RendezVous : { Vessel_1 : 226179000, Vessel_2 : 228213700 , Gap_End_1 : 1457585793 , Gap_End_2 : 1457637728, GeoHash : gbscts, Lon1 : 48.098255 , Lat1 : -4.3261285, Lon2 : 48.09816 , Lat2 : -4.32537 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1457637604 , Gap_End_2 : 1457637836, GeoHash : gbsg1x, Lon1 : 48.379803 , Lat1 : -4.497492, Lon2 : 48.382187 , Lat2 : -4.4970465 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227580520 , Gap_End_1 : 1457637836 , Gap_End_2 : 1457700757, GeoHash : gbsg1x, Lon1 : 48.382187 , Lat1 : -4.4970465, Lon2 : 48.37953 , Lat2 : -4.4970784 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227580520 , Gap_End_1 : 1457700751 , Gap_End_2 : 1457700757, GeoHash : gbsg1x, Lon1 : 48.38245 , Lat1 : -4.4966817, Lon2 : 48.37953 , Lat2 : -4.4970784 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1457700757 , Gap_End_2 : 1457700791, GeoHash : gbsg1x, Lon1 : 48.37953 , Lat1 : -4.4970784, Lon2 : 48.38366 , Lat2 : -4.4953 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227635210 , Gap_End_1 : 1457700791 , Gap_End_2 : 1457701092, GeoHash : gbsg1x, Lon1 : 48.38366 , Lat1 : -4.4953, Lon2 : 48.382145 , Lat2 : -4.4970684 }
Suspicious RendezVous : { Vessel_1 : 227635210, Vessel_2 : 227580520 , Gap_End_1 : 1457701092 , Gap_End_2 : 1457787056, GeoHash : gbsg1x, Lon1 : 48.382145 , Lat1 : -4.4970684, Lon2 : 48.37953 , Lat2 : -4.4970217 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1457787056 , Gap_End_2 : 1457787088, GeoHash : gbsg1x, Lon1 : 48.37953 , Lat1 : -4.4970217, Lon2 : 48.383675 , Lat2 : -4.49531 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227580520 , Gap_End_1 : 1457787088 , Gap_End_2 : 1457887786, GeoHash : gbsg1x, Lon1 : 48.383675 , Lat1 : -4.49531, Lon2 : 48.379528 , Lat2 : -4.497045 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1457887786 , Gap_End_2 : 1457887791, GeoHash : gbsg1x, Lon1 : 48.379528 , Lat1 : -4.497045, Lon2 : 48.383633 , Lat2 : -4.495335 }
Suspicious RendezVous : { Vessel_1 : 228213700, Vessel_2 : 227142200 , Gap_End_1 : 1457637728 , Gap_End_2 : 1457887804, GeoHash : gbscts, Lon1 : 48.09816 , Lat1 : -4.32537, Lon2 : 48.09924 , Lat2 : -4.326575 }
Suspicious RendezVous : { Vessel_1 : 227318020, Vessel_2 : 228167900 , Gap_End_1 : 1457887813 , Gap_End_2 : 1457887823, GeoHash : gbscv9, Lon1 : 48.127445 , Lat1 : -4.317805, Lon2 : 48.128304 , Lat2 : -4.327165 }
Suspicious RendezVous : { Vessel_1 : 228213700, Vessel_2 : 227319570 , Gap_End_1 : 1457470499 , Gap_End_2 : 1457887855, GeoHash : gbscte, Lon1 : 48.098103 , Lat1 : -4.3245234, Lon2 : 48.097107 , Lat2 : -4.32269 }
Suspicious RendezVous : { Vessel_1 : 227142200, Vessel_2 : 228144000 , Gap_End_1 : 1457887804 , Gap_End_2 : 1457888205, GeoHash : gbscts, Lon1 : 48.09924 , Lat1 : -4.326575, Lon2 : 48.09915 , Lat2 : -4.320185 }
Suspicious RendezVous : { Vessel_1 : 228144000, Vessel_2 : 228218700 , Gap_End_1 : 1457888205 , Gap_End_2 : 1457888898, GeoHash : gbscts, Lon1 : 48.09915 , Lat1 : -4.320185, Lon2 : 48.103527 , Lat2 : -4.319475 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1457887791 , Gap_End_2 : 1457962855, GeoHash : gbsg1x, Lon1 : 48.383633 , Lat1 : -4.495335, Lon2 : 48.38368 , Lat2 : -4.4952865 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1457962850 , Gap_End_2 : 1457962855, GeoHash : gbsg1x, Lon1 : 48.38366 , Lat1 : -4.49542, Lon2 : 48.38368 , Lat2 : -4.4952865 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227580520 , Gap_End_1 : 1457962855 , Gap_End_2 : 1457962915, GeoHash : gbsg1x, Lon1 : 48.38368 , Lat1 : -4.4952865, Lon2 : 48.379543 , Lat2 : -4.4970784 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1457962915 , Gap_End_2 : 1458027665, GeoHash : gbsg1x, Lon1 : 48.379543 , Lat1 : -4.4970784, Lon2 : 48.383648 , Lat2 : -4.495495 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1458027660 , Gap_End_2 : 1458027665, GeoHash : gbsg1x, Lon1 : 48.37948 , Lat1 : -4.4970684, Lon2 : 48.383648 , Lat2 : -4.495495 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1458027665 , Gap_End_2 : 1458027681, GeoHash : gbsg1x, Lon1 : 48.383648 , Lat1 : -4.495495, Lon2 : 48.38366 , Lat2 : -4.49526 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227574020 , Gap_End_1 : 1458027681 , Gap_End_2 : 1458088187, GeoHash : gbsg1x, Lon1 : 48.38366 , Lat1 : -4.49526, Lon2 : 48.38366 , Lat2 : -4.4954967 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227580520 , Gap_End_1 : 1458088187 , Gap_End_2 : 1458088192, GeoHash : gbsg1x, Lon1 : 48.38366 , Lat1 : -4.4954967, Lon2 : 48.379585 , Lat2 : -4.49708 }
Suspicious RendezVous : { Vessel_1 : 227319570, Vessel_2 : 227142200 , Gap_End_1 : 1457887855 , Gap_End_2 : 1458088217, GeoHash : gbscte, Lon1 : 48.097107 , Lat1 : -4.32269, Lon2 : 48.098007 , Lat2 : -4.324025 }
Suspicious RendezVous : { Vessel_1 : 227142200, Vessel_2 : 228302900 , Gap_End_1 : 1458088217 , Gap_End_2 : 1458088265, GeoHash : gbscte, Lon1 : 48.098007 , Lat1 : -4.324025, Lon2 : 48.098072 , Lat2 : -4.3240232 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227705102 , Gap_End_1 : 1458088192 , Gap_End_2 : 1458152971, GeoHash : gbsg1x, Lon1 : 48.379585 , Lat1 : -4.49708, Lon2 : 48.38363 , Lat2 : -4.495315 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227705102 , Gap_End_1 : 1458152966 , Gap_End_2 : 1458152971, GeoHash : gbsg1x, Lon1 : 48.379448 , Lat1 : -4.4970083, Lon2 : 48.38363 , Lat2 : -4.495315 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227574020 , Gap_End_1 : 1458152971 , Gap_End_2 : 1458152985, GeoHash : gbsg1x, Lon1 : 48.38363 , Lat1 : -4.495315, Lon2 : 48.38365 , Lat2 : -4.495448 }
Suspicious RendezVous : { Vessel_1 : 227318020, Vessel_2 : 228293000 , Gap_End_1 : 1458153002 , Gap_End_2 : 1458153122, GeoHash : gbsf5c, Lon1 : 48.1748 , Lat1 : -4.403022, Lon2 : 48.17325 , Lat2 : -4.395682 }
Suspicious RendezVous : { Vessel_1 : 227319570, Vessel_2 : 227590980 , Gap_End_1 : 1458152992 , Gap_End_2 : 1458153130, GeoHash : gbsfh1, Lon1 : 48.174843 , Lat1 : -4.38359, Lon2 : 48.172245 , Lat2 : -4.384578 }
Suspicious RendezVous : { Vessel_1 : 228302900, Vessel_2 : 228037600 , Gap_End_1 : 1458088265 , Gap_End_2 : 1458231502, GeoHash : gbscte, Lon1 : 48.098072 , Lat1 : -4.3240232, Lon2 : 48.098015 , Lat2 : -4.3239017 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227580520 , Gap_End_1 : 1458152985 , Gap_End_2 : 1458231506, GeoHash : gbsg1x, Lon1 : 48.38365 , Lat1 : -4.495448, Lon2 : 48.379547 , Lat2 : -4.497102 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227580520 , Gap_End_1 : 1458231498 , Gap_End_2 : 1458231506, GeoHash : gbsg1x, Lon1 : 48.3836 , Lat1 : -4.495385, Lon2 : 48.379547 , Lat2 : -4.497102 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227705102 , Gap_End_1 : 1458231506 , Gap_End_2 : 1458231512, GeoHash : gbsg1x, Lon1 : 48.379547 , Lat1 : -4.497102, Lon2 : 48.38365 , Lat2 : -4.4952116 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227580520 , Gap_End_1 : 1458231512 , Gap_End_2 : 1458299559, GeoHash : gbsg1x, Lon1 : 48.38365 , Lat1 : -4.4952116, Lon2 : 48.379574 , Lat2 : -4.497075 }
Suspicious RendezVous : { Vessel_1 : 228186700, Vessel_2 : 228736000 , Gap_End_1 : 1457887778 , Gap_End_2 : 1458299560, GeoHash : gbsg1m, Lon1 : 48.370834 , Lat1 : -4.512665, Lon2 : 48.3699 , Lat2 : -4.514615 }
Suspicious RendezVous : { Vessel_1 : 228186700, Vessel_2 : 228736000 , Gap_End_1 : 1457962848 , Gap_End_2 : 1458299560, GeoHash : gbsg1m, Lon1 : 48.37084 , Lat1 : -4.512595, Lon2 : 48.3699 , Lat2 : -4.514615 }
Suspicious RendezVous : { Vessel_1 : 228186700, Vessel_2 : 228736000 , Gap_End_1 : 1458231501 , Gap_End_2 : 1458299560, GeoHash : gbsg1m, Lon1 : 48.37084 , Lat1 : -4.51259, Lon2 : 48.3699 , Lat2 : -4.514615 }
Suspicious RendezVous : { Vessel_1 : 228736000, Vessel_2 : 228186700 , Gap_End_1 : 1458299560 , Gap_End_2 : 1458299561, GeoHash : gbsg1m, Lon1 : 48.3699 , Lat1 : -4.514615, Lon2 : 48.370853 , Lat2 : -4.5126033 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1458299559 , Gap_End_2 : 1458299566, GeoHash : gbsg1x, Lon1 : 48.379574 , Lat1 : -4.497075, Lon2 : 48.38366 , Lat2 : -4.4953165 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227635210 , Gap_End_1 : 1458299566 , Gap_End_2 : 1458299572, GeoHash : gbsg1x, Lon1 : 48.38366 , Lat1 : -4.4953165, Lon2 : 48.382114 , Lat2 : -4.49695 }
Suspicious RendezVous : { Vessel_1 : 227635210, Vessel_2 : 227705102 , Gap_End_1 : 1458299572 , Gap_End_2 : 1458299580, GeoHash : gbsg1x, Lon1 : 48.382114 , Lat1 : -4.49695, Lon2 : 48.383648 , Lat2 : -4.49546 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227574020 , Gap_End_1 : 1458299580 , Gap_End_2 : 1458412536, GeoHash : gbsg1x, Lon1 : 48.383648 , Lat1 : -4.49546, Lon2 : 48.38365 , Lat2 : -4.495325 }
Suspicious RendezVous : { Vessel_1 : 228051000, Vessel_2 : 227006750 , Gap_End_1 : 1458152968 , Gap_End_2 : 1458412538, GeoHash : gbsg1z, Lon1 : 48.381287 , Lat1 : -4.48507, Lon2 : 48.381023 , Lat2 : -4.484423 }
Suspicious RendezVous : { Vessel_1 : 228051000, Vessel_2 : 227006750 , Gap_End_1 : 1458231507 , Gap_End_2 : 1458412538, GeoHash : gbsg1z, Lon1 : 48.38135 , Lat1 : -4.4851, Lon2 : 48.381023 , Lat2 : -4.484423 }
Suspicious RendezVous : { Vessel_1 : 228051000, Vessel_2 : 227006750 , Gap_End_1 : 1458299569 , Gap_End_2 : 1458412538, GeoHash : gbsg1z, Lon1 : 48.38136 , Lat1 : -4.485075, Lon2 : 48.381023 , Lat2 : -4.484423 }
Suspicious RendezVous : { Vessel_1 : 228186700, Vessel_2 : 228736000 , Gap_End_1 : 1458299561 , Gap_End_2 : 1458412539, GeoHash : gbsg1m, Lon1 : 48.370853 , Lat1 : -4.5126033, Lon2 : 48.36992 , Lat2 : -4.514633 }
Suspicious RendezVous : { Vessel_1 : 227006750, Vessel_2 : 227003050 , Gap_End_1 : 1458412538 , Gap_End_2 : 1458412540, GeoHash : gbsg1z, Lon1 : 48.381023 , Lat1 : -4.484423, Lon2 : 48.381134 , Lat2 : -4.4856935 }
Suspicious RendezVous : { Vessel_1 : 228736000, Vessel_2 : 228186700 , Gap_End_1 : 1458412539 , Gap_End_2 : 1458412542, GeoHash : gbsg1m, Lon1 : 48.36992 , Lat1 : -4.514633, Lon2 : 48.370834 , Lat2 : -4.512665 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227580520 , Gap_End_1 : 1458412536 , Gap_End_2 : 1458412778, GeoHash : gbsg1x, Lon1 : 48.38365 , Lat1 : -4.495325, Lon2 : 48.37953 , Lat2 : -4.4970484 }
Suspicious RendezVous : { Vessel_1 : 228186700, Vessel_2 : 228736000 , Gap_End_1 : 1458412542 , Gap_End_2 : 1458503869, GeoHash : gbsg1m, Lon1 : 48.370834 , Lat1 : -4.512665, Lon2 : 48.36992 , Lat2 : -4.5146785 }
Suspicious RendezVous : { Vessel_1 : 228218700, Vessel_2 : 227318020 , Gap_End_1 : 1458152977 , Gap_End_2 : 1458503871, GeoHash : gbsf57, Lon1 : 48.184547 , Lat1 : -4.4240317, Lon2 : 48.184574 , Lat2 : -4.425305 }
Suspicious RendezVous : { Vessel_1 : 228736000, Vessel_2 : 228186700 , Gap_End_1 : 1458503869 , Gap_End_2 : 1458503874, GeoHash : gbsg1m, Lon1 : 48.36992 , Lat1 : -4.5146785, Lon2 : 48.370834 , Lat2 : -4.512665 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 227006750 , Gap_End_1 : 1458412540 , Gap_End_2 : 1458503879, GeoHash : gbsg1z, Lon1 : 48.381134 , Lat1 : -4.4856935, Lon2 : 48.381126 , Lat2 : -4.484452 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 227006750 , Gap_End_1 : 1458503872 , Gap_End_2 : 1458503879, GeoHash : gbsg1z, Lon1 : 48.3811 , Lat1 : -4.4857516, Lon2 : 48.381126 , Lat2 : -4.484452 }
Suspicious RendezVous : { Vessel_1 : 227635680, Vessel_2 : 228302900 , Gap_End_1 : 1458503881 , Gap_End_2 : 1458503882, GeoHash : gbsf5m, Lon1 : 48.19692 , Lat1 : -4.4212384, Lon2 : 48.19354 , Lat2 : -4.427243 }
Suspicious RendezVous : { Vessel_1 : 227318020, Vessel_2 : 228037600 , Gap_End_1 : 1458503871 , Gap_End_2 : 1458503887, GeoHash : gbsf57, Lon1 : 48.184574 , Lat1 : -4.425305, Lon2 : 48.182426 , Lat2 : -4.418013 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1458412778 , Gap_End_2 : 1458503979, GeoHash : gbsg1x, Lon1 : 48.37953 , Lat1 : -4.4970484, Lon2 : 48.383648 , Lat2 : -4.495335 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227580520 , Gap_End_1 : 1458503979 , Gap_End_2 : 1458504169, GeoHash : gbsg1x, Lon1 : 48.383648 , Lat1 : -4.495335, Lon2 : 48.379562 , Lat2 : -4.4970717 }
